CUSTOMER COMMENT,Reason
No tool available Direct Trade Excute to Chart and excute trade P&L on the chart like (Tradingviews),application
No use to give suggestions.,others
No.,others
No.,others
No.,others
No. All concerns have already been spelt out.,others
No. As it is of no use.no action.,others
No. Thanks,others
Nobody contacted or reached me.Not sure how I receiving feedback form. The point of contact to my account is not at all responsive with my emails and not able to reach him. Its just dummy person just for the sake shown in my account,others
NOBODY TAKES CARE WE GROUP OF 59 WANT TO LEAVE KOTAK  NO ONE IS HELPFUL SEE ZERODHA JMF ETC. PLEASE TAKE YOUR TEAM TO LOOK AFTER SMALL INVESTORS THANKS FOR ASKING,others
NON RESPONSIVE ATTITUDE OF TOP OFFICERS WHO ARE WELL AWARE OF CUSTOMERS ISSUE SITTING MUTE SPECTATOR,others
None,others
None,others
"None other feedback, thank you.",others
"None,best to switch to other brokers.",others
None.useless platform,application
Not a single issue has been resolved in the last 8 monts. Kotak is the worst brokerage. We will soon pull out 3 accounts with Kotak Securities.,others
Not able to start my commodity segment,product
Not answering on given number,service
Not at all,others
NOT BACK CALL,others
Not getting responses from mapped RM,application
Not good service experience,service
"Not happy...you charging brokerage too high , dp charges too much.  Interest rate too much..... today your representative visit my office and told me lowest brokerage on new account.   That mean who having old account...which i think not beneficiary for kotak sec.    You giving many benefits on new account that mean old account who giving you good profit not useful for kotak sec...... please reduce brokerage, Dp charges and interest charges. Before i use only 5 days your fund you charges me more than 1200 rs. Interest.....i told many times to before dealar please reverse my dp charges and other charges which charged too much.not yet done.  Not happy at all..now thinking to transfer account in HDFC who giving best",application
Not interested customer service sitting at call center with zero knowledge and mis selling and wrong information to customer,people
Not much interaction & response.,others
Not my issue to give suggestions to the company,others
NOT RESPONSIBLE,others
Not satisfied,others
Not satisfied about raised query. Not giving particular any suggestions or solving my problem.,others
Not user friendly and the UI colors were so light which making hard to read,application
Not willing to help to resolve my query. Asking to share screen shots not providing email id to which I have to share. Not interested to hear the problems I am facing in loggin to my account.,others
Nothing,others
Nothing,others
Nothing,others
NOTHING,others
Ok could me more helpful,others
On Shri Ganeshay Namah,others
Online trade support needed on quick basisIf platform works similar way I will leave this platform,application
